show_id,type,title,director,cast,country,language,date_added,release_year,rating,duration,runtime_minutes,listed_in,imdb_score,popularity_score,netflix_original,description
n01588,TV Show,Night of Code 1588,Ryan Murphy,"Song Kang, Regé-Jean Page, Lee Jung-jae",Australia,English,10-02-2016,2012,TV-PG,3 Seasons,,"Action, Romance",6.4,61,TRUE,"Night of Code 1588 is a tv show in the Action, Romance category from Australia."
n01589,Movie,Road of Kingdom 1589,Bong Joon-ho,"Henry Cavill, Jenna Ortega, Chris Hemsworth",Italy,Italian,21-11-2022,2018,TV-MA,183 min,183,Reality TV,5.9,97,FALSE,Road of Kingdom 1589 is a movie in the Reality TV category from Italy.
n01590,Movie,City of War 1590,Rian Johnson,"Ryan Reynolds, Scarlett Johansson, Song Kang",United States,Spanish,26-01-2022,2001,TV-14,134 min,134,Action,7.5,71,TRUE,City of War 1590 is a movie in the Action category from United States.
n01591,Movie,Enola Holmes: Reborn,Steven Soderbergh,"Ryan Reynolds, Ana de Armas, Daniel Craig",Brazil,Portuguese,13-02-2022,2018,PG-13,172 min,172,"Sports, Sci-Fi",7.5,86,FALSE,"Enola Holmes: Reborn is a movie in the Sports, Sci-Fi category from Brazil."
n01592,TV Show,Shadow of Legacy 1592,Shonda Rhimes,"Henry Cavill, Úrsula Corberó, Jenna Ortega",United States,English,07-03-2018,2005,TV-PG,4 Seasons,,"War, Mystery",8.6,59,FALSE,"Shadow of Legacy 1592 is a tv show in the War, Mystery category from United States."
n01593,Movie,Legacy of Road 1593,Steven Soderbergh,"Claire Foy, Regé-Jean Page, Millie Bobby Brown",United States,English,12-04-2017,1999,TV-MA,123 min,123,"Thriller, Romance",6.9,75,FALSE,"Legacy of Road 1593 is a movie in the Thriller, Romance category from United States."
n01594,Movie,Season of Shadow 1594,Álex Pina,"Claire Foy, Alia Bhatt, Henry Cavill",Spain,Spanish,05-06-2022,2019,TV-14,111 min,111,"Comedy, Action",6.8,100,TRUE,"Season of Shadow 1594 is a movie in the Comedy, Action category from Spain."
n01595,TV Show,Darlings: The Final Chapter,Noah Baumbach,"Claire Foy, Anya Taylor-Joy, Kriti Sanon",United Kingdom,English,13-03-2019,2019,TV-MA,3 Seasons,,Reality TV,8,69,TRUE,Darlings: The Final Chapter is a tv show in the Reality TV category from United Kingdom.
n01596,Movie,Project of House 1596,Zoya Akhtar,"Claire Foy, Ana de Armas, Adam Driver",United States,English,17-07-2023,2023,PG-13,139 min,139,"Reality TV, Family, War",7.5,100,TRUE,"Project of House 1596 is a movie in the Reality TV, Family, War category from United States."
n01597,Movie,The Haunting of Hill House: Untold,Rian Johnson,"Kiara Advani, Henry Cavill, Regé-Jean Page",Canada,French,18-06-2020,2020,TV-MA,166 min,166,"Reality TV, Romance, History",7,84,TRUE,"The Haunting of Hill House: Untold is a movie in the Reality TV, Romance, History category from Canada."
n01598,Movie,House of Night 1598,Zoya Akhtar,"Scarlett Johansson, Kiara Advani, Adam Driver",Brazil,Portuguese,04-12-2016,2013,R,174 min,174,Fantasy,7.5,95,FALSE,House of Night 1598 is a movie in the Fantasy category from Brazil.
n01599,Movie,Love of Season 1599,Ryan Murphy,"Millie Bobby Brown, Daniel Craig, Kriti Sanon",Mexico,Spanish,13-11-2024,2020,TV-MA,111 min,111,Drama,7.2,60,FALSE,Love of Season 1599 is a movie in the Drama category from Mexico.
n01600,Movie,Unorthodox: Aftermath,Mike Flanagan,"Florence Pugh, Lee Jung-jae, Kiara Advani",United States,English,20-05-2022,2018,TV-14,183 min,183,"Action, Drama",7.7,64,FALSE,"Unorthodox: Aftermath is a movie in the Action, Drama category from United States."
n01601,Movie,Game of City 1601,Shonda Rhimes,"Regé-Jean Page, Anya Taylor-Joy, Alia Bhatt",India,Hindi,19-04-2023,2023,PG-13,144 min,144,"Reality TV, Romance",6.3,70,TRUE,"Game of City 1601 is a movie in the Reality TV, Romance category from India."
n01602,TV Show,The Crown: The Final Chapter,Alfonso Cuarón,"Úrsula Corberó, Millie Bobby Brown, Dev Patel",Italy,Italian,18-02-2021,2021,TV-Y7,2 Seasons,,"Documentary, Drama",5.6,66,TRUE,"The Crown: The Final Chapter is a tv show in the Documentary, Drama category from Italy."
n01603,Movie,Trial of Secret 1603,Mike Flanagan,"Alia Bhatt, Úrsula Corberó, Regé-Jean Page",United States,Spanish,06-10-2023,2018,TV-14,80 min,80,"Documentary, Romance",5.5,81,TRUE,"Trial of Secret 1603 is a movie in the Documentary, Romance category from United States."
n01604,Movie,Mindhunter: Aftermath,Ava DuVernay,"Ryan Reynolds, Rajkummar Rao, Song Kang",South Korea,Korean,28-05-2020,2020,TV-MA,120 min,120,"Romance, Fantasy, Sports",6.8,72,TRUE,"Mindhunter: Aftermath is a movie in the Romance, Fantasy, Sports category from South Korea."
n01605,Movie,Road of Club 1605,Noah Baumbach,"Radhika Apte, Ryan Reynolds, Dev Patel",India,English,02-06-2023,2023,TV-MA,79 min,79,"Documentary, Adventure",6.4,79,TRUE,"Road of Club 1605 is a movie in the Documentary, Adventure category from India."
n01606,Movie,Night of Empire 1606,Baran bo Odar,"Daniel Craig, Ana de Armas, Henry Cavill",Spain,Spanish,31-07-2021,2020,TV-MA,104 min,104,"Comedy, War, Family",8.3,78,TRUE,"Night of Empire 1606 is a movie in the Comedy, War, Family category from Spain."
n01607,Movie,City of Club 1607,Noah Baumbach,"Rajkummar Rao, Vicky Kaushal, Úrsula Corberó",United States,Spanish,23-04-2021,2010,R,126 min,126,"Horror, History",7.6,91,TRUE,"City of Club 1607 is a movie in the Horror, History category from United States."
n01608,Movie,Project of Empire 1608,Steven Soderbergh,"Scarlett Johansson, Anya Taylor-Joy, Úrsula Corberó",Italy,Italian,20-01-2018,2014,TV-PG,179 min,179,Action,6.2,98,FALSE,Project of Empire 1608 is a movie in the Action category from Italy.
n01609,Movie,Project of Diary 1609,Baran bo Odar,"Ryan Reynolds, Jenna Ortega, Chris Hemsworth",India,Tamil,24-07-2024,2013,R,146 min,146,"Animation, Horror",7.9,87,TRUE,"Project of Diary 1609 is a movie in the Animation, Horror category from India."
n01610,TV Show,Code of Season 1610,Álex Pina,"Rajkummar Rao, Anya Taylor-Joy, Claire Foy",United States,English,06-01-2023,2017,TV-14,2 Seasons,,"Sci-Fi, Comedy",9,59,FALSE,"Code of Season 1610 is a tv show in the Sci-Fi, Comedy category from United States."
n01611,Movie,Season of Dream 1611,Lana Wachowski,"Radhika Apte, Penn Badgley, Florence Pugh",India,Tamil,31-07-2023,2007,TV-14,161 min,161,"History, Mystery, Documentary",6.9,90,FALSE,"Season of Dream 1611 is a movie in the History, Mystery, Documentary category from India."
n01612,TV Show,Secret of War 1612,Greta Gerwig,"Dev Patel, Scarlett Johansson, Regé-Jean Page",United States,English,16-02-2022,2011,R,4 Seasons,,Action,7.2,77,TRUE,Secret of War 1612 is a tv show in the Action category from United States.
n01613,Movie,Love of War 1613,Hwang Dong-hyuk,"Radhika Apte, Dev Patel, Jenna Ortega",United States,English,26-12-2024,2024,TV-MA,181 min,181,"Adventure, War, Fantasy",7.9,80,TRUE,"Love of War 1613 is a movie in the Adventure, War, Fantasy category from United States."
n01614,Movie,Legacy of Code 1614,Lana Wachowski,"Ryan Reynolds, Alia Bhatt, Ana de Armas",India,Tamil,08-10-2022,2018,PG-13,90 min,90,Fantasy,5.9,57,FALSE,Legacy of Code 1614 is a movie in the Fantasy category from India.
n01615,Movie,Code of Shadow 1615,Rian Johnson,"Song Kang, Vicky Kaushal, Dev Patel",United Kingdom,English,29-01-2023,2014,TV-MA,107 min,107,Fantasy,6.1,82,FALSE,Code of Shadow 1615 is a movie in the Fantasy category from United Kingdom.
n01616,Movie,RRR: The Final Chapter,Rian Johnson,"Kriti Sanon, Anya Taylor-Joy, Henry Cavill",Japan,Japanese,14-12-2018,2017,TV-PG,106 min,106,"Mystery, Crime",6.8,75,FALSE,"RRR: The Final Chapter is a movie in the Mystery, Crime category from Japan."
n01617,Movie,Orange Is the New Black: Aftermath,Martin Scorsese,"Ryan Reynolds, Song Kang, Claire Foy",United Kingdom,English,08-08-2024,2009,TV-PG,169 min,169,Thriller,6.8,87,FALSE,Orange Is the New Black: Aftermath is a movie in the Thriller category from United Kingdom.
n01618,Movie,War of Dream 1618,Hwang Dong-hyuk,"Kriti Sanon, Kiara Advani, Claire Foy",Brazil,Portuguese,09-07-2023,2005,TV-14,125 min,125,"Reality TV, Animation, Adventure",6.7,98,TRUE,"War of Dream 1618 is a movie in the Reality TV, Animation, Adventure category from Brazil."
n01619,TV Show,Trial of Project 1619,Ava DuVernay,"Regé-Jean Page, Ana de Armas, Kriti Sanon",United States,English,15-09-2024,2012,PG-13,2 Seasons,,"Crime, War",6.3,86,FALSE,"Trial of Project 1619 is a tv show in the Crime, War category from United States."
n01620,Movie,Game of Mystery 1620,David Fincher,"Vicky Kaushal, Florence Pugh, Adam Driver",Netherlands,Dutch,19-09-2023,2023,TV-14,163 min,163,"Sci-Fi, Animation",7.4,83,FALSE,"Game of Mystery 1620 is a movie in the Sci-Fi, Animation category from Netherlands."
n01621,Movie,Extraction: Origins,Baran bo Odar,"Radhika Apte, Rajkummar Rao, Regé-Jean Page",United States,English,16-08-2021,2013,TV-MA,79 min,79,Action,8.6,82,TRUE,Extraction: Origins is a movie in the Action category from United States.
n01622,Movie,Project of Chronicles 1622,Ryan Murphy,"Lee Jung-jae, Vicky Kaushal, Penn Badgley",Italy,Italian,18-10-2018,2012,TV-MA,154 min,154,"Family, Action",7.1,87,FALSE,"Project of Chronicles 1622 is a movie in the Family, Action category from Italy."
n01623,Movie,Season of Project 1623,Ryan Murphy,"Daniel Craig, Dev Patel, Claire Foy",United States,English,06-07-2016,2011,TV-MA,125 min,125,"Action, Comedy",6.4,88,TRUE,"Season of Project 1623 is a movie in the Action, Comedy category from United States."
n01624,Movie,Diary of War 1624,Vikramaditya Motwane,"Dev Patel, Kriti Sanon, Radhika Apte",Norway,Norwegian,04-12-2016,2014,TV-14,76 min,76,"Fantasy, History, Reality TV",6.4,48,FALSE,"Diary of War 1624 is a movie in the Fantasy, History, Reality TV category from Norway."
n01625,Movie,House of Trial 1625,Zoya Akhtar,"Florence Pugh, Kiara Advani, Claire Foy",Japan,Japanese,22-06-2018,2006,TV-MA,98 min,98,Romance,6.1,61,TRUE,House of Trial 1625 is a movie in the Romance category from Japan.
n01626,Movie,Files of Secret 1626,Ava DuVernay,"Ana de Armas, Henry Cavill, Rajkummar Rao",Germany,German,25-02-2020,2020,TV-MA,136 min,136,"War, Romance",7.5,89,TRUE,"Files of Secret 1626 is a movie in the War, Romance category from Germany."
n01627,Movie,Game of Code 1627,Shonda Rhimes,"Alia Bhatt, Radhika Apte, Jenna Ortega",United States,English,05-04-2019,2011,TV-14,183 min,183,"Drama, Fantasy, Crime",6.3,64,TRUE,"Game of Code 1627 is a movie in the Drama, Fantasy, Crime category from United States."
n01628,TV Show,Island of Signal 1628,Bong Joon-ho,"Úrsula Corberó, Dev Patel, Henry Cavill",South Korea,Korean,29-11-2022,2014,PG-13,6 Seasons,,"Reality TV, Adventure",7.3,73,TRUE,"Island of Signal 1628 is a tv show in the Reality TV, Adventure category from South Korea."
n01629,TV Show,Road of Code 1629,Rian Johnson,"Vicky Kaushal, Anya Taylor-Joy, Chris Hemsworth",Australia,English,24-12-2019,2009,R,2 Seasons,,"Adventure, Documentary",5.4,67,TRUE,"Road of Code 1629 is a tv show in the Adventure, Documentary category from Australia."
n01630,TV Show,Kingdom of House 1630,Ryan Murphy,"Claire Foy, Song Kang, Florence Pugh",South Korea,Korean,20-07-2022,2014,TV-14,1 Season,,"History, Sci-Fi",7.2,73,FALSE,"Kingdom of House 1630 is a tv show in the History, Sci-Fi category from South Korea."
n01631,TV Show,Signal of Island 1631,Lana Wachowski,"Regé-Jean Page, Penn Badgley, Daniel Craig",United Kingdom,English,06-11-2022,2019,TV-14,4 Seasons,,"Sports, Comedy",6.1,74,TRUE,"Signal of Island 1631 is a tv show in the Sports, Comedy category from United Kingdom."
n01632,TV Show,Elite: The Final Chapter,Bong Joon-ho,"Ana de Armas, Lee Jung-jae, Regé-Jean Page",South Korea,Korean,11-04-2024,2014,TV-MA,2 Seasons,,"Action, Adventure",8,57,TRUE,"Elite: The Final Chapter is a tv show in the Action, Adventure category from South Korea."
n01633,Movie,Files of Love 1633,Baran bo Odar,"Vicky Kaushal, Rajkummar Rao, Jenna Ortega",Mexico,Spanish,07-11-2022,2017,TV-14,107 min,107,"Sci-Fi, Crime",7.2,49,TRUE,"Files of Love 1633 is a movie in the Sci-Fi, Crime category from Mexico."
n01634,Movie,Legacy of Club 1634,Greta Gerwig,"Scarlett Johansson, Radhika Apte, Dev Patel",France,French,21-12-2019,2012,TV-14,77 min,77,"Documentary, Drama",6,72,TRUE,"Legacy of Club 1634 is a movie in the Documentary, Drama category from France."
n01635,Movie,The Irishman: Reborn,Vikramaditya Motwane,"Regé-Jean Page, Claire Foy, Song Kang",Turkey,Turkish,27-01-2021,2006,TV-14,130 min,130,"War, Comedy, Horror",8.1,66,TRUE,"The Irishman: Reborn is a movie in the War, Comedy, Horror category from Turkey."
n01636,TV Show,Trial of Chronicles 1636,Mike Flanagan,"Vicky Kaushal, Song Kang, Dev Patel",India,Telugu,27-09-2024,2007,R,2 Seasons,,Family,6.9,78,TRUE,Trial of Chronicles 1636 is a tv show in the Family category from India.
n01637,TV Show,Never Have I Ever: Reborn,David Fincher,"Alia Bhatt, Anya Taylor-Joy, Adam Driver",United States,English,04-11-2023,2022,TV-14,1 Season,,"Romance, Animation, History",7.8,83,FALSE,"Never Have I Ever: Reborn is a tv show in the Romance, Animation, History category from United States."
n01638,TV Show,City of City 1638,Álex Pina,"Regé-Jean Page, Lee Jung-jae, Adam Driver",South Korea,Korean,14-07-2021,2008,TV-14,6 Seasons,,"Fantasy, Action",7.9,47,TRUE,"City of City 1638 is a tv show in the Fantasy, Action category from South Korea."
n01639,TV Show,Dream of City 1639,Shawn Levy,"Millie Bobby Brown, Kiara Advani, Penn Badgley",United States,English,13-07-2019,2019,TV-14,3 Seasons,,"Reality TV, Fantasy, Horror",6.9,74,FALSE,"Dream of City 1639 is a tv show in the Reality TV, Fantasy, Horror category from United States."
n01640,Movie,Files of Trial 1640,Ava DuVernay,"Kriti Sanon, Ryan Reynolds, Millie Bobby Brown",India,Telugu,10-05-2019,2006,PG-13,118 min,118,Documentary,7.1,81,TRUE,Files of Trial 1640 is a movie in the Documentary category from India.
n01641,Movie,Road of Empire 1641,Hwang Dong-hyuk,"Regé-Jean Page, Ana de Armas, Dev Patel",United Kingdom,English,11-04-2024,2024,PG-13,148 min,148,"Thriller, Animation",6.7,72,TRUE,"Road of Empire 1641 is a movie in the Thriller, Animation category from United Kingdom."
n01642,TV Show,Night of Trial 1642,Hwang Dong-hyuk,"Anya Taylor-Joy, Kriti Sanon, Lee Jung-jae",South Korea,Korean,13-05-2022,2022,TV-14,1 Season,,"Horror, History",6.2,92,TRUE,"Night of Trial 1642 is a tv show in the Horror, History category from South Korea."
n01643,Movie,Secret of Mystery 1643,Ava DuVernay,"Radhika Apte, Penn Badgley, Alia Bhatt",Germany,German,20-06-2021,2016,PG-13,87 min,87,"Documentary, Sports, War",6.2,83,FALSE,"Secret of Mystery 1643 is a movie in the Documentary, Sports, War category from Germany."
n01644,TV Show,Legacy of Dream 1644,Mike Flanagan,"Ana de Armas, Millie Bobby Brown, Scarlett Johansson",United Kingdom,English,28-10-2023,2019,R,1 Season,,"Animation, Family",7,78,TRUE,"Legacy of Dream 1644 is a tv show in the Animation, Family category from United Kingdom."
n01645,Movie,Season of Kingdom 1645,Lana Wachowski,"Anya Taylor-Joy, Penn Badgley, Ana de Armas",India,English,19-06-2022,2017,PG-13,144 min,144,Action,7.5,94,TRUE,Season of Kingdom 1645 is a movie in the Action category from India.
n01646,Movie,Game of Legacy 1646,Hwang Dong-hyuk,"Adam Driver, Ryan Reynolds, Ana de Armas",Mexico,Spanish,01-08-2023,2019,TV-MA,180 min,180,"Action, Animation",6.5,53,FALSE,"Game of Legacy 1646 is a movie in the Action, Animation category from Mexico."
n01647,TV Show,Diary of Signal 1647,Baran bo Odar,"Claire Foy, Dev Patel, Henry Cavill",Canada,French,22-12-2020,2020,TV-PG,4 Seasons,,"Thriller, Romance",5.5,70,FALSE,"Diary of Signal 1647 is a tv show in the Thriller, Romance category from Canada."
n01648,Movie,Club of Dream 1648,Bong Joon-ho,"Penn Badgley, Kiara Advani, Florence Pugh",India,Tamil,24-09-2018,2018,TV-MA,148 min,148,"Documentary, Family",8,90,FALSE,"Club of Dream 1648 is a movie in the Documentary, Family category from India."
n01649,Movie,Files of Legacy 1649,Zoya Akhtar,"Lee Jung-jae, Penn Badgley, Rajkummar Rao",Germany,German,03-12-2020,2020,TV-MA,181 min,181,"Fantasy, Crime, Reality TV",7.7,98,FALSE,"Files of Legacy 1649 is a movie in the Fantasy, Crime, Reality TV category from Germany."
n01650,Movie,Night of Game 1650,Baran bo Odar,"Kriti Sanon, Kiara Advani, Florence Pugh",United Kingdom,English,15-10-2022,2013,TV-MA,161 min,161,"Drama, Fantasy",7.7,75,TRUE,"Night of Game 1650 is a movie in the Drama, Fantasy category from United Kingdom."
n01651,Movie,Road of Road 1651,Vikramaditya Motwane,"Vicky Kaushal, Úrsula Corberó, Song Kang",Canada,English,20-02-2018,2015,TV-14,134 min,134,"Horror, Mystery, War",8.2,60,TRUE,"Road of Road 1651 is a movie in the Horror, Mystery, War category from Canada."
n01652,Movie,Season of Dream 1652,Baran bo Odar,"Millie Bobby Brown, Kiara Advani, Claire Foy",United States,Spanish,31-10-2020,2020,TV-MA,177 min,177,"Crime, Mystery",8,67,FALSE,"Season of Dream 1652 is a movie in the Crime, Mystery category from United States."
n01653,TV Show,Kingdom of Chronicles 1653,Anurag Kashyap,"Jenna Ortega, Daniel Craig, Song Kang",South Korea,Korean,04-03-2016,2012,TV-MA,1 Season,,"Thriller, Romance",9.3,51,TRUE,"Kingdom of Chronicles 1653 is a tv show in the Thriller, Romance category from South Korea."
n01654,Movie,Empire of Game 1654,Greta Gerwig,"Song Kang, Penn Badgley, Daniel Craig",Brazil,Portuguese,22-11-2024,2021,TV-14,96 min,96,"Documentary, Crime, Action",6.8,84,FALSE,"Empire of Game 1654 is a movie in the Documentary, Crime, Action category from Brazil."
n01655,Movie,Bird Box: Untold,Álex Pina,"Rajkummar Rao, Radhika Apte, Scarlett Johansson",Brazil,Portuguese,08-02-2022,2022,TV-MA,86 min,86,"Documentary, Horror",7.8,74,FALSE,"Bird Box: Untold is a movie in the Documentary, Horror category from Brazil."
n01656,Movie,Sacred Games: Untold,Álex Pina,"Adam Driver, Radhika Apte, Song Kang",United States,English,21-06-2019,2019,PG,116 min,116,"Drama, Mystery",6.3,94,FALSE,"Sacred Games: Untold is a movie in the Drama, Mystery category from United States."
n01657,Movie,Kingdom of Game 1657,Ava DuVernay,"Kriti Sanon, Daniel Craig, Chris Hemsworth",Germany,German,13-09-2023,2023,PG-13,143 min,143,"Sports, Family",7.3,66,FALSE,"Kingdom of Game 1657 is a movie in the Sports, Family category from Germany."
n01658,TV Show,Diary of Legacy 1658,Vikramaditya Motwane,"Ryan Reynolds, Úrsula Corberó, Ana de Armas",Italy,Italian,21-03-2024,2009,PG-13,2 Seasons,,"Adventure, Fantasy",5.9,72,TRUE,"Diary of Legacy 1658 is a tv show in the Adventure, Fantasy category from Italy."
n01659,Movie,House of Chronicles 1659,Álex Pina,"Jenna Ortega, Kiara Advani, Ryan Reynolds",Brazil,Portuguese,25-12-2024,2017,TV-MA,85 min,85,"Fantasy, Sci-Fi",5.9,56,TRUE,"House of Chronicles 1659 is a movie in the Fantasy, Sci-Fi category from Brazil."
n01660,Movie,Legacy of Project 1660,Mike Flanagan,"Rajkummar Rao, Penn Badgley, Ana de Armas",Spain,Spanish,13-05-2019,2019,R,83 min,83,"Thriller, History, Family",6.2,70,FALSE,"Legacy of Project 1660 is a movie in the Thriller, History, Family category from Spain."
n01661,TV Show,Season of Island 1661,Álex Pina,"Ryan Reynolds, Henry Cavill, Anya Taylor-Joy",United States,Spanish,08-11-2024,2018,TV-MA,4 Seasons,,"Mystery, Action",6.2,73,TRUE,"Season of Island 1661 is a tv show in the Mystery, Action category from United States."
n01662,Movie,War of House 1662,Ava DuVernay,"Kiara Advani, Henry Cavill, Song Kang",India,English,11-01-2024,2004,TV-MA,86 min,86,"War, Family",7.7,83,FALSE,"War of House 1662 is a movie in the War, Family category from India."
n01663,Movie,Chronicles of Mystery 1663,Greta Gerwig,"Rajkummar Rao, Chris Hemsworth, Jenna Ortega",South Korea,Korean,29-10-2023,2022,TV-MA,117 min,117,"Sci-Fi, Mystery",7.8,71,FALSE,"Chronicles of Mystery 1663 is a movie in the Sci-Fi, Mystery category from South Korea."
n01664,TV Show,Arcane: The Final Chapter,Álex Pina,"Ryan Reynolds, Scarlett Johansson, Millie Bobby Brown",United States,English,11-01-2018,2011,TV-14,3 Seasons,,"History, Adventure",7.4,80,FALSE,"Arcane: The Final Chapter is a tv show in the History, Adventure category from United States."
n01665,Movie,Road of Kingdom 1665,Mike Flanagan,"Chris Hemsworth, Daniel Craig, Penn Badgley",India,Telugu,22-05-2020,2019,TV-PG,101 min,101,"Action, Sci-Fi, Romance",7.1,97,FALSE,"Road of Kingdom 1665 is a movie in the Action, Sci-Fi, Romance category from India."
n01666,Movie,Chronicles of Island 1666,Martin Scorsese,"Lee Jung-jae, Adam Driver, Chris Hemsworth",United States,English,11-01-2022,2019,TV-MA,124 min,124,"Drama, Romance, Adventure",7.5,82,TRUE,"Chronicles of Island 1666 is a movie in the Drama, Romance, Adventure category from United States."
n01667,Movie,Maid: Untold,Bong Joon-ho,"Adam Driver, Vicky Kaushal, Lee Jung-jae",Italy,Italian,21-02-2024,2001,R,155 min,155,Reality TV,6.4,64,TRUE,Maid: Untold is a movie in the Reality TV category from Italy.
n01668,Movie,City of War 1668,Vikramaditya Motwane,"Radhika Apte, Daniel Craig, Claire Foy",South Korea,Korean,22-11-2023,2017,TV-PG,152 min,152,"Horror, Documentary",6.4,89,FALSE,"City of War 1668 is a movie in the Horror, Documentary category from South Korea."
n01669,Movie,Legacy of Diary 1669,Alfonso Cuarón,"Daniel Craig, Claire Foy, Kiara Advani",India,Telugu,16-12-2023,2023,R,75 min,75,Mystery,6.5,60,TRUE,Legacy of Diary 1669 is a movie in the Mystery category from India.
n01670,TV Show,Legacy of Love 1670,Bong Joon-ho,"Henry Cavill, Vicky Kaushal, Chris Hemsworth",Italy,Italian,29-07-2024,2004,PG-13,5 Seasons,,History,6.2,77,TRUE,Legacy of Love 1670 is a tv show in the History category from Italy.
n01671,Movie,Heartstopper: Untold,Martin Scorsese,"Radhika Apte, Anya Taylor-Joy, Ana de Armas",United States,English,15-12-2018,2014,TV-MA,87 min,87,"Thriller, Crime",7.2,45,TRUE,"Heartstopper: Untold is a movie in the Thriller, Crime category from United States."
n01672,Movie,Night of War 1672,Zoya Akhtar,"Daniel Craig, Chris Hemsworth, Radhika Apte",United Kingdom,English,18-03-2021,2014,TV-MA,122 min,122,"Sports, Mystery",8.4,82,FALSE,"Night of War 1672 is a movie in the Sports, Mystery category from United Kingdom."
n01673,Movie,House of Road 1673,Shawn Levy,"Ana de Armas, Kriti Sanon, Song Kang",India,Telugu,05-04-2021,2021,PG-13,93 min,93,"Documentary, Crime, Thriller",7.1,91,FALSE,"House of Road 1673 is a movie in the Documentary, Crime, Thriller category from India."
n01674,TV Show,Secret of Island 1674,Ava DuVernay,"Dev Patel, Alia Bhatt, Daniel Craig",Turkey,Turkish,28-04-2018,2007,PG-13,3 Seasons,,"History, Mystery",6.7,54,TRUE,"Secret of Island 1674 is a tv show in the History, Mystery category from Turkey."
n01675,Movie,Kingdom of Empire 1675,Noah Baumbach,"Úrsula Corberó, Ana de Armas, Ryan Reynolds",United Kingdom,English,19-06-2023,2019,PG-13,185 min,185,"War, Comedy, Drama",7.2,70,FALSE,"Kingdom of Empire 1675 is a movie in the War, Comedy, Drama category from United Kingdom."
n01676,TV Show,Empire of Love 1676,Mike Flanagan,"Lee Jung-jae, Úrsula Corberó, Ana de Armas",Spain,Spanish,15-03-2018,2018,TV-14,4 Seasons,,"Documentary, Reality TV",7.4,88,FALSE,"Empire of Love 1676 is a tv show in the Documentary, Reality TV category from Spain."
n01677,TV Show,Season of Dream 1677,Vikramaditya Motwane,"Scarlett Johansson, Anya Taylor-Joy, Rajkummar Rao",Australia,English,26-01-2021,2018,PG-13,3 Seasons,,"Thriller, Comedy",6.2,61,TRUE,"Season of Dream 1677 is a tv show in the Thriller, Comedy category from Australia."
n01678,TV Show,War of House 1678,Alfonso Cuarón,"Úrsula Corberó, Millie Bobby Brown, Radhika Apte",United Kingdom,English,24-03-2024,2019,TV-14,2 Seasons,,"Comedy, Sci-Fi",6.6,83,TRUE,"War of House 1678 is a tv show in the Comedy, Sci-Fi category from United Kingdom."
n01679,Movie,Diary of Road 1679,Ava DuVernay,"Florence Pugh, Anya Taylor-Joy, Penn Badgley",Turkey,Turkish,12-10-2018,2017,TV-14,114 min,114,Crime,5.9,99,FALSE,Diary of Road 1679 is a movie in the Crime category from Turkey.
n01680,Movie,Shadow of Game 1680,Ava DuVernay,"Kriti Sanon, Lee Jung-jae, Millie Bobby Brown",United States,English,03-04-2023,1996,TV-MA,76 min,76,"War, Sports",7.4,56,TRUE,"Shadow of Game 1680 is a movie in the War, Sports category from United States."
n01681,Movie,Signal of Dream 1681,Steven Soderbergh,"Radhika Apte, Ana de Armas, Regé-Jean Page",Japan,Japanese,06-05-2019,2019,TV-14,181 min,181,"Mystery, Family",7.4,86,TRUE,"Signal of Dream 1681 is a movie in the Mystery, Family category from Japan."
n01682,Movie,Peaky Blinders: The Final Chapter,Ava DuVernay,"Radhika Apte, Daniel Craig, Claire Foy",India,English,19-04-2023,2001,TV-MA,184 min,184,Comedy,7.3,92,TRUE,Peaky Blinders: The Final Chapter is a movie in the Comedy category from India.
n01683,TV Show,Legacy of Trial 1683,Alfonso Cuarón,"Alia Bhatt, Penn Badgley, Song Kang",Japan,Japanese,28-11-2018,2017,TV-PG,3 Seasons,,Family,7.6,93,FALSE,Legacy of Trial 1683 is a tv show in the Family category from Japan.
n01684,TV Show,Alice in Borderland: Aftermath,Alfonso Cuarón,"Alia Bhatt, Dev Patel, Lee Jung-jae",Brazil,Portuguese,11-10-2024,1996,R,1 Season,,"Documentary, Reality TV",6.9,65,FALSE,"Alice in Borderland: Aftermath is a tv show in the Documentary, Reality TV category from Brazil."
n01685,Movie,Road of Code 1685,Shonda Rhimes,"Kriti Sanon, Rajkummar Rao, Ryan Reynolds",Canada,English,03-03-2023,2015,TV-14,162 min,162,Crime,6.4,57,TRUE,Road of Code 1685 is a movie in the Crime category from Canada.
n01686,TV Show,Legacy of Night 1686,Alfonso Cuarón,"Jenna Ortega, Adam Driver, Kiara Advani",India,Telugu,19-09-2020,2015,TV-14,1 Season,,Horror,6.5,51,TRUE,Legacy of Night 1686 is a tv show in the Horror category from India.
n01687,Movie,You: Reborn,Shonda Rhimes,"Radhika Apte, Rajkummar Rao, Kiara Advani",India,Hindi,04-11-2020,2019,TV-MA,136 min,136,"Animation, Sports",8.3,60,TRUE,"You: Reborn is a movie in the Animation, Sports category from India."
n01688,Movie,Kingdom of Game 1688,Ryan Murphy,"Scarlett Johansson, Vicky Kaushal, Chris Hemsworth",Mexico,Spanish,08-03-2020,1995,TV-14,171 min,171,Fantasy,6.2,77,FALSE,Kingdom of Game 1688 is a movie in the Fantasy category from Mexico.
